Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
INTERNATIONAL PLAZA,ANSON ROAD,Retail,"1,100,000.00",398.27,"2,762",Oct-23,Strata,37,"29,730",99 yrs lease commencing from 1970,02,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,430,000.00",312.16,"4,581",Oct-23,Strata,29,"49,310",Freehold,09,01 to 05
THOMSON V ONE,SIN MING ROAD,Retail,"2,200,000.00","1,776.06","1,239",Oct-23,Strata,165,"13,333",99 yrs lease commencing from 2001,20,B1 to B5
N.A.,RACE COURSE ROAD,Retail,"3,000,000.00","1,022.58","2,934",Sept-23,Strata,95,"31,579",Freehold,08,-
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"700,000.00",236.81,"2,956",Sept-23,Strata,22,"31,818",Freehold,19,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"920,888.00",193.75,"4,753",Sept-23,Strata,18,"51,160",99 yrs lease commencing from 1983,07,06 to 10
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"2,060,600.00",430.56,"4,786",Sept-23,Strata,40,"51,515",99 yrs lease commencing from 1983,07,06 to 10
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,568,888.00",355.21,"4,417",Sept-23,Strata,33,"47,542",99 yrs lease commencing from 1983,07,06 to 10
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Retail,"652,000.00",409.03,"1,594",Sept-23,Strata,38,"17,158",99 yrs lease commencing from 1948,09,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"875,000.00",312.16,"2,803",Sept-23,Strata,29,"30,172",Freehold,14,01 to 05
THE CENTREPOINT,ORCHARD ROAD,Retail,"6,200,000.00","1,851.41","3,349",Sept-23,Strata,172,"36,047",99 yrs lease commencing from 1979,09,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,292,000.00",182.99,"7,061",Sept-23,Strata,17,"76,000",Freehold,09,01 to 05
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,"512,200.00",258.34,"1,983",Sept-23,Strata,24,"21,342",Freehold,05,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,100,000.00",430.56,"4,877",Sept-23,Strata,40,"52,500",99 yrs lease commencing from 2013,12,01 to 05
CONCORDE HOTEL AND SHOPPING MALL,ORCHARD ROAD,Retail,"663,000.00",236.81,"2,800",Sept-23,Strata,22,"30,136",99 yrs lease commencing from 1979,09,01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"950,000.00",290.63,"3,269",Sept-23,Strata,27,"35,185",9999 yrs lease commencing from 1980,15,01 to 05
RV POINT,RIVER VALLEY ROAD,Retail,"438,000.00",161.46,"2,713",Sept-23,Strata,15,"29,200",999 yrs lease commencing from 1841,09,B1 to B5
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"573,000.00",204.52,"2,802",Sept-23,Strata,19,"30,158",Freehold,16,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"505,000.00",193.75,"2,606",Sept-23,Strata,18,"28,056",99 yrs lease commencing from 1977,09,01 to 05
WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Retail,"390,000.00",279.86,"1,394",Sept-23,Strata,26,"15,000",99 yrs lease commencing from 1997,25,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"660,000.00",355.21,"1,858",Sept-23,Strata,33,"20,000",99 yrs lease commencing from 1981,07,01 to 05
N.A.,TAMPINES AVENUE,Retail,"1,170,000.00","1,937.52",604,Sept-23,Strata,180,"6,500",99 yrs lease commencing from 1953,18,-
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"355,000.00",64.58,"5,497",Sept-23,Strata,6,"59,167",Freehold,21,01 to 05
THE FLOW MALL,EAST COAST ROAD,Retail,"1,750,000.00",775.01,"2,258",Aug-23,Strata,72,"24,306",Freehold,15,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"555,555.00",226.04,"2,458",Aug-23,Strata,21,"26,455",Freehold,16,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"6,821,625.00","1,819.12","3,750",Aug-23,Strata,169,"40,365",99 yrs lease commencing from 2002,11,11 to 15
KAP,KING ALBERT PARK,Retail,"2,088,000.00",688.9,"3,031",Aug-23,Strata,64,"32,625",Freehold,21,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"845,000.00",236.81,"3,568",Aug-23,Strata,22,"38,409",Freehold,14,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"388,000.00",204.52,"1,897",Aug-23,Strata,19,"20,421",Freehold,19,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"425,600.00",172.22,"2,471",Aug-23,Strata,16,"26,600",Freehold,14,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"454,400.00",182.99,"2,483",Aug-23,Strata,17,"26,729",Freehold,14,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"745,000.00",290.63,"2,563",Aug-23,Strata,27,"27,593",99 yrs lease commencing from 1980,07,01 to 05
CHANGI CITY POINT,CHANGI BUSINESS PARK CENTRAL 1,Retail,"338,000,000.00","662,104.40",510,Aug-23,Strata,"61,511","5,495",60 yrs lease commencing from 2009,16,-
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"510,000.00",139.93,"3,645",Aug-23,Strata,13,"39,231",Freehold,03,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,470,000.00",333.68,"4,405",Aug-23,Strata,31,"47,419",Freehold,09,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"4,100,000.00","1,001.05","4,096",Aug-23,Strata,93,"44,086",99 yrs lease commencing from 2002,11,06 to 10
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"3,017,475.00",602.78,"5,006",Aug-23,Strata,56,"53,883",99 yrs lease commencing from 2013,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,694,174.00",538.2,"5,006",Aug-23,Strata,50,"53,883",99 yrs lease commencing from 2013,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,694,174.00",538.2,"5,006",Aug-23,Strata,50,"53,883",99 yrs lease commencing from 2013,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,694,174.00",538.2,"5,006",Aug-23,Strata,50,"53,883",99 yrs lease commencing from 2013,12,01 to 05
ALEXANDRA CENTRAL,ALEXANDRA ROAD,Retail,"3,200,000.00",645.84,"4,955",Aug-23,Strata,60,"53,333",99 yrs lease commencing from 2012,03,01 to 05
HIGH STREET PLAZA,HIGH STREET,Retail,"2,200,000.00",581.26,"3,785",Aug-23,Strata,54,"40,741",999 yrs lease commencing from 1827,06,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"938,000.00",387.5,"2,421",Aug-23,Strata,36,"26,056",63 yrs lease commencing from 2012,12,01 to 05
BOTANNIA,WEST COAST PARK,Retail,"325,000.00",118.4,"2,745",Aug-23,Strata,11,"29,545",956 yrs lease commencing from 1928,05,01 to 05
SOUTHBANK,NORTH BRIDGE ROAD,Retail,"508,800.00",161.46,"3,151",Aug-23,Strata,15,"33,920",99 yrs lease commencing from 2006,07,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"290,000.00",107.64,"2,694",Aug-23,Strata,10,"29,000",Freehold,16,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"1,800,000.00",376.74,"4,778",Aug-23,Strata,35,"51,429",99 yrs lease commencing from 2013,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"6,128,100.00","1,237.86","4,951",Aug-23,Strata,115,"53,288",99 yrs lease commencing from 2013,12,01 to 05
N.A.,LORONG MAMBONG,Retail,"14,100,000.00","2,260.44","6,238",Aug-23,Strata,210,"67,143",Freehold,10,-
SOUTHBANK,NORTH BRIDGE ROAD,Retail,"2,950,000.00","1,593.07","1,852",Aug-23,Strata,148,"19,932",99 yrs lease commencing from 2006,07,06 to 10
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"920,000.00",301.39,"3,053",Aug-23,Strata,28,"32,857",999 yrs lease commencing from 1828,06,01 to 05
CITY PLAZA,GEYLANG ROAD,Retail,"840,000.00",247.57,"3,393",Aug-23,Strata,23,"36,522",Freehold,14,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"1,180,000.00",828.83,"1,424",Aug-23,Strata,77,"15,325",99 yrs lease commencing from 1977,09,06 to 10
D'LEEDON,LEEDON HEIGHTS,Retail,"3,550,000.00","1,625.36","2,184",Aug-23,Strata,151,"23,510",99 yrs lease commencing from 2010,10,01 to 05
ONE DUSUN RESIDENCES,JALAN DUSUN,Retail,"750,000.00",269.1,"2,787",Aug-23,Strata,25,"30,000",Freehold,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"4,088,000.00",904.18,"4,521",Jul-23,Strata,84,"48,667",99 yrs lease commencing from 2013,12,01 to 05
28 RC SUITES,RACE COURSE LANE,Retail,"1,400,000.00",355.21,"3,941",Jul-23,Strata,33,"42,424",Freehold,08,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"1,280,000.00",484.38,"2,643",Jul-23,Strata,45,"28,444",99 yrs lease commencing from 1977,09,01 to 05
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Retail,"1,050,000.00",721.19,"1,456",Jul-23,Strata,67,"15,672",99 yrs lease commencing from 1948,09,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"500,000.00",172.22,"2,903",Jul-23,Strata,16,"31,250",99 yrs lease commencing from 1977,09,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"523,600.00",193.75,"2,702",Jul-23,Strata,18,"29,089",99 yrs lease commencing from 1977,09,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"1,500,000.00",624.31,"2,403",Jul-23,Strata,58,"25,862",99 yrs lease commencing from 1981,07,01 to 05
N.A.,RANGOON ROAD,Retail,"4,300,000.00","1,431.61","3,004",Jul-23,Strata,133,"32,331",Freehold,08,-
THE ADELPHI,COLEMAN STREET,Retail,"1,340,000.00",419.8,"3,192",Jul-23,Strata,39,"34,359",999 yrs lease commencing from 1828,06,01 to 05
15 SCOTTS,SCOTTS ROAD,Retail,"31,080,000.00","6,436.87","4,828",Jul-23,Strata,598,"51,973",Freehold,09,01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"3,650,000.00","1,463.90","2,493",Jul-23,Strata,136,"26,838",999 yrs lease commencing from 1828,06,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"450,000.00",247.57,"1,818",Jul-23,Strata,23,"19,565",99 yrs lease commencing from 1969,06,B1 to B5
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"223,800.00",64.58,"3,465",Jul-23,Strata,6,"37,300",Freehold,14,01 to 05
THE FLOW MALL,EAST COAST ROAD,Retail,"3,400,000.00","1,657.66","2,051",Jul-23,Strata,154,"22,078",Freehold,15,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,300,000.00",312.16,"4,165",Jul-23,Strata,29,"44,828",Freehold,09,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,420,000.00",430.56,"3,298",Jun-23,Strata,40,"35,500",999 yrs lease commencing from 1828,06,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"1,335,000.00",398.27,"3,352",Jun-23,Strata,37,"36,081",99 yrs lease commencing from 1979,21,B1 to B5
CITY PLAZA,GEYLANG ROAD,Retail,"1,650,000.00",279.86,"5,896",Jun-23,Strata,26,"63,462",Freehold,14,01 to 05
ONZE @ TANJONG PAGAR,KEE SENG STREET,Retail,"2,900,000.00",538.2,"5,388",Jun-23,Strata,50,"58,000",Freehold,02,01 to 05
THE MILTONIA RESIDENCES,MILTONIA CLOSE,Retail,"735,000.00",592.02,"1,242",Jun-23,Strata,55,"13,364",99 yrs lease commencing from 2010,27,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,000,000.00",312.16,"6,407",Jun-23,Strata,29,"68,966",Freehold,09,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"970,000.00",344.45,"2,816",Jun-23,Strata,32,"30,313",999 yrs lease commencing from 1883,21,B1 to B5
SOHO LIFE,JOO CHIAT ROAD,Retail,"1,380,000.00",344.45,"4,006",Jun-23,Strata,32,"43,125",Freehold,15,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"1,775,000.00",355.21,"4,997",Jun-23,Strata,33,"53,788",99 yrs lease commencing from 2013,12,01 to 05
JK BUILDING,JALAN JURONG KECHIL,Retail,"3,500,000.00","1,474.67","2,373",Jun-23,Strata,137,"25,547",Freehold,21,-
INTERNATIONAL PLAZA,ANSON ROAD,Retail,"1,809,000.00",990.29,"1,827",Jun-23,Strata,92,"19,663",99 yrs lease commencing from 1970,02,26 to 30
N.A.,TAMPINES AVENUE,Retail,"700,000.00","1,776.06",394,Jun-23,Strata,165,"4,242",99 yrs lease commencing from 1953,18,-
FORTUNE CENTRE,MIDDLE ROAD,Retail,"3,829,172.00",731.95,"5,231",Jun-23,Strata,68,"56,311",99 yrs lease commencing from 1980,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"1,970,828.00",376.74,"5,231",Jun-23,Strata,35,"56,309",99 yrs lease commencing from 1980,07,01 to 05
BURLINGTON SQUARE,BENCOOLEN STREET,Retail,"565,000.00",161.46,"3,499",Jun-23,Strata,15,"37,667",99 yrs lease commencing from 1996,07,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"1,800,000.00",430.56,"4,181",Jun-23,Strata,40,"45,000",99 yrs lease commencing from 1980,07,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"460,000.00",107.64,"4,274",Jun-23,Strata,10,"46,000",999 yrs lease commencing from 1883,21,01 to 05
JALAN BESAR CONSERVATION AREA,LAVENDER STREET,Retail,"3,900,000.00","1,474.67","2,645",Jun-23,Strata,137,"28,467",Freehold,12,-
FORTUNE CENTRE,MIDDLE ROAD,Retail,"1,000,000.00",409.03,"2,445",Jun-23,Strata,38,"26,316",99 yrs lease commencing from 1980,07,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"3,200,000.00","1,851.41","1,728",Jun-23,Strata,172,"18,605",99 yrs lease commencing from 1983,07,06 to 10
FORTUNE CENTRE,MIDDLE ROAD,Retail,"1,100,000.00",419.8,"2,620",Jun-23,Strata,39,"28,205",99 yrs lease commencing from 1980,07,01 to 05
URBAN VISTA,TANAH MERAH KECHIL LINK,Retail,"526,235.00",376.74,"1,397",May-23,Strata,35,"15,035",99 yrs lease commencing from 2012,16,01 to 05
URBAN VISTA,TANAH MERAH KECHIL LINK,Retail,"586,260.00",419.8,"1,397",May-23,Strata,39,"15,032",99 yrs lease commencing from 2012,16,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"827,000.00",473.62,"1,746",May-23,Strata,44,"18,795",99 yrs lease commencing from 1978,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"808,000.00",301.39,"2,681",May-23,Strata,28,"28,857",99 yrs lease commencing from 1980,07,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"740,000.00",193.75,"3,819",May-23,Strata,18,"41,111",Freehold,14,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"800,000.00",602.78,"1,327",May-23,Strata,56,"14,286",99 yrs lease commencing from 1974,07,01 to 05
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,"1,000,000.00",269.1,"3,716",May-23,Strata,25,"40,000",999 yrs lease commencing from 1884,21,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"670,000.00",312.16,"2,146",May-23,Strata,29,"23,103",99 yrs lease commencing from 1983,07,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"1,504,000.00",376.74,"3,992",May-23,Strata,35,"42,971",Freehold,03,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,609,000.00",505.91,"5,157",May-23,Strata,47,"55,511",99 yrs lease commencing from 2013,12,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"1,225,000.00",409.03,"2,995",May-23,Strata,38,"32,237",Freehold,03,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"638,000.00",269.1,"2,371",May-23,Strata,25,"25,520",999 yrs lease commencing from 1883,21,01 to 05
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Retail,"936,800.00",516.67,"1,813",May-23,Strata,48,"19,517",99 yrs lease commencing from 2005,05,01 to 05
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Retail,"2,590,000.00","1,140.98","2,270",May-23,Strata,106,"24,434",99 yrs lease commencing from 2005,05,01 to 05
MILLAGE,CHANGI ROAD,Retail,"395,000.00",193.75,"2,039",May-23,Strata,18,"21,944",Freehold,14,B1 to B5
EUHABITAT,JALAN EUNOS,Retail,"1,250,000.00",861.12,"1,452",May-23,Strata,80,"15,625",99 yrs lease commencing from 2010,14,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"1,980,000.00",430.56,"4,599",May-23,Strata,40,"49,500",99 yrs lease commencing from 2013,12,01 to 05
EUHABITAT,JALAN EUNOS,Retail,"1,375,000.00",990.29,"1,388",May-23,Strata,92,"14,946",99 yrs lease commencing from 2010,14,01 to 05
N.A.,LORONG 12 GEYLANG,Retail,"2,125,000.00","2,023.63","1,050",May-23,Strata,188,"11,303",Freehold,14,-
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"830,000.00",204.52,"4,058",May-23,Strata,19,"43,684",999 yrs lease commencing from 1883,21,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"4,500,000.00","2,249.68","2,000",May-23,Strata,209,"21,531",999 yrs lease commencing from 1828,06,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"508,000.00",204.52,"2,484",May-23,Strata,19,"26,737",Freehold,16,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,657,600.00",592.02,"2,800",Apr-23,Strata,55,"30,138",99 yrs lease commencing from 2014,07,B1 to B5
THE ADELPHI,COLEMAN STREET,Retail,"1,300,000.00",312.16,"4,165",Apr-23,Strata,29,"44,828",999 yrs lease commencing from 1828,06,01 to 05
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"927,888.00",312.16,"2,973",Apr-23,Strata,29,"31,996",Freehold,19,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"485,000.00",258.34,"1,877",Apr-23,Strata,24,"20,208",Freehold,19,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,150,000.00",355.21,"3,238",Apr-23,Strata,33,"34,848",999 yrs lease commencing from 1828,06,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"1,100,000.00",516.67,"2,129",Apr-23,Strata,48,"22,917",Freehold,14,01 to 05
THE GARDENS AT BISHAN,SIN MING WALK,Retail,"1,125,000.00",635.08,"1,771",Apr-23,Strata,59,"19,068",99 yrs lease commencing from 1997,20,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"700,000.00",344.45,"2,032",Apr-23,Strata,32,"21,875",99 yrs lease commencing from 1969,06,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"1,750,000.00",796.54,"2,197",Apr-23,Strata,74,"23,649",99 yrs lease commencing from 1978,07,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"1,400,000.00",333.68,"4,196",Apr-23,Strata,31,"45,161",99 yrs lease commencing from 2013,22,01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"1,862,500.00",398.27,"4,676",Apr-23,Strata,37,"50,338",99 yrs lease commencing from 2013,27,01 to 05
THE BENCOOLEN,BENCOOLEN STREET,Retail,"1,568,000.00",258.34,"6,070",Apr-23,Strata,24,"65,333",99 yrs lease commencing from 1995,07,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"435,000.00",182.99,"2,377",Apr-23,Strata,17,"25,588",Freehold,14,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"780,000.00",452.09,"1,725",Apr-23,Strata,42,"18,571",99 yrs lease commencing from 1974,07,01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"1,300,000.00",226.04,"5,751",Apr-23,Strata,21,"61,905",99 yrs lease commencing from 2013,27,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"780,000.00",301.39,"2,588",Apr-23,Strata,28,"27,857",999 yrs lease commencing from 1883,21,01 to 05
CONCORDE HOTEL AND SHOPPING MALL,ORCHARD ROAD,Retail,"1,218,000.00",376.74,"3,233",Apr-23,Strata,35,"34,800",99 yrs lease commencing from 1979,09,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"518,000.00",193.75,"2,674",Apr-23,Strata,18,"28,778",99 yrs lease commencing from 1977,09,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"740,000.00",452.09,"1,637",Mar-23,Strata,42,"17,619",99 yrs lease commencing from 1974,07,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"403,000.00",75.35,"5,349",Mar-23,Strata,7,"57,571",Freehold,21,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"550,000.00",204.52,"2,689",Mar-23,Strata,19,"28,947",99 yrs lease commencing from 1977,09,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"1,310,000.00",559.73,"2,340",Mar-23,Strata,52,"25,192",99 yrs lease commencing from 1980,07,01 to 05
ICB SHOPPING CENTRE,YIO CHU KANG ROAD,Retail,"300,000.00",161.46,"1,858",Mar-23,Strata,15,"20,000",Freehold,19,-
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,000,000.00",269.1,"7,432",Mar-23,Strata,25,"80,000",Freehold,09,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"800,000.00",226.04,"3,539",Mar-23,Strata,21,"38,095",Freehold,03,01 to 05
THE TROPICA,TAMPINES AVENUE 1,Retail,"465,000.00",193.75,"2,400",Mar-23,Strata,18,"25,833",99 yrs lease commencing from 1996,18,01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"535,000.00",301.39,"1,775",Mar-23,Strata,28,"19,107",60 yrs lease commencing from 2011,13,01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"938,000.00",419.8,"2,234",Mar-23,Strata,39,"24,051",999 yrs lease commencing from 1828,06,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,560,000.00",322.92,"4,831",Mar-23,Strata,30,"52,000",Freehold,09,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"1,383,000.00",301.39,"4,589",Mar-23,Strata,28,"49,393",99 yrs lease commencing from 2013,22,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"318,000.00",204.52,"1,555",Mar-23,Strata,19,"16,737",99 yrs lease commencing from 1978,07,01 to 05
N.A.,OPAL CRESCENT,Retail,"2,050,000.00","1,248.62","1,642",Mar-23,Strata,116,"17,672",999 yrs lease commencing from 1985,12,-
KEMBANGAN PLAZA,JALAN MASJID,Retail,"2,050,000.00",775.01,"2,645",Mar-23,Strata,72,"28,472",Freehold,14,B1 to B5
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,050,000.00",441.32,"2,379",Feb-23,Strata,41,"25,610",99 yrs lease commencing from 1974,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,050,000.00",441.32,"2,379",Feb-23,Strata,41,"25,610",99 yrs lease commencing from 1974,07,01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"1,200,000.00",344.45,"3,484",Feb-23,Strata,32,"37,500",999 yrs lease commencing from 1828,06,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"710,000.00",247.57,"2,868",Feb-23,Strata,23,"30,870",Freehold,16,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"3,311,511.00","3,153.85","1,050",Feb-23,Strata,293,"11,302",99 yrs lease commencing from 1970,07,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"450,000.00",96.88,"4,645",Feb-23,Strata,9,"50,000",Freehold,21,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,800,000.00",355.21,"5,067",Feb-23,Strata,33,"54,545",Freehold,09,01 to 05
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"2,037,037.00",839.59,"2,426",Feb-23,Strata,78,"26,116",Freehold,15,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"1,080,000.00",452.09,"2,389",Feb-23,Strata,42,"25,714",Freehold,03,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"4,200,000.00",645.84,"6,503",Feb-23,Strata,60,"70,000",99 yrs lease commencing from 2013,22,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,448,800.00",236.81,"6,118",Feb-23,Strata,22,"65,855",Freehold,09,B1 to B5
N.A.,JALAN EUNOS,Retail,"1,650,000.00","1,001.05","1,648",Feb-23,Strata,93,"17,742",Freehold,14,-
THE CENTREPOINT,ORCHARD ROAD,Retail,"2,578,000.00",764.24,"3,373",Feb-23,Strata,71,"36,310",99 yrs lease commencing from 1979,09,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,900,000.00",387.5,"4,903",Feb-23,Strata,36,"52,778",99 yrs lease commencing from 1983,07,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"286,000.00",118.4,"2,415",Jan-23,Strata,11,"26,000",Freehold,14,01 to 05
KATONG PLAZA,BROOKE ROAD,Retail,"482,000.00",182.99,"2,634",Jan-23,Strata,17,"28,353",9999 yrs lease commencing from 1980,15,01 to 05
THE LENOX,CHANGI ROAD,Retail,"1,000,640.00",387.5,"2,582",Jan-23,Strata,36,"27,796",Freehold,14,01 to 05
SEMBAWANG COTTAGE,SEMBAWANG ROAD,Retail,"3,270,000.00","1,657.66","1,973",Jan-23,Strata,154,"21,234",Freehold,27,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,180,000.00",365.98,"3,224",Jan-23,Strata,34,"34,706",999 yrs lease commencing from 1827,07,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,220,000.00",365.98,"3,334",Jan-23,Strata,34,"35,882",999 yrs lease commencing from 1827,07,01 to 05
THE PETALS,HILLVIEW AVENUE,Retail,"680,000.00",495.14,"1,373",Jan-23,Strata,46,"14,783",Freehold,23,01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"1,135,000.00",247.57,"4,585",Jan-23,Strata,23,"49,348",99 yrs lease commencing from 2013,27,01 to 05
