Postal District,Floor Level,Floor Area (SQM),25th Percentile ($ PSM),Median ($PSM),75th Percentile ($PSM),Reference Period
09,Level 2 & 3,>100 - 300,69.07,107.62,172.22,2021Q2
09,Level 2 & 3,>300,58.63,75.35,123.12,2021Q2
09,Level 4 & Above,30 & Below,70.83,100.00,144.83,2021Q2
09,Level 4 & Above,>30 - 100,69.88,99.31,150.00,2021Q2
09,Level 4 & Above,>100 - 300,103.61,146.75,185.34,2021Q2
09,Level 4 & Above,>300,51.13,61.35,107.92,2021Q2
09,B1 & Below,30 & Below,170.77,238.15,342.86,2021Q3
09,B1 & Below,>30 - 100,92.30,332.61,440.15,2021Q3
09,B1 & Below,>100 - 300,96.89,199.51,270.20,2021Q3
09,Level 1,30 & Below,89.54,155.89,227.73,2021Q3
09,Level 1,>30 - 100,93.28,134.80,210.56,2021Q3
09,Level 1,>100 - 300,89.19,143.14,243.08,2021Q3
09,Level 1,>300,36.87,63.52,100.53,2021Q3
09,Level 2 & 3,30 & Below,66.95,92.54,126.25,2021Q3
09,Level 2 & 3,>30 - 100,75.60,89.70,116.48,2021Q3
09,Level 2 & 3,>100 - 300,64.64,103.09,145.13,2021Q3
09,Level 2 & 3,>300,40.34,56.86,81.08,2021Q3
09,Level 4 & Above,30 & Below,62.94,80.48,128.10,2021Q3
09,Level 4 & Above,>30 - 100,64.98,80.67,95.29,2021Q3
09,Level 4 & Above,>100 - 300,72.76,99.32,163.96,2021Q3
09,Level 4 & Above,>300,56.93,69.97,99.03,2021Q3
09,B1 & Below,30 & Below,150.92,213.04,404.17,2021Q4
09,B1 & Below,>30 - 100,98.59,189.34,279.69,2021Q4
09,B1 & Below,>100 - 300,94.58,188.37,295.89,2021Q4
09,Level 1,30 & Below,86.57,113.79,226.50,2021Q4
09,Level 1,>30 - 100,108.42,135.45,193.04,2021Q4
09,Level 1,>100 - 300,64.58,91.91,147.53,2021Q4
09,Level 1,>300,153.65,202.81,424.05,2021Q4
09,Level 2 & 3,30 & Below,73.12,97.41,137.67,2021Q4
09,Level 2 & 3,>30 - 100,74.25,90.96,128.39,2021Q4
09,Level 2 & 3,>100 - 300,73.25,117.99,161.46,2021Q4
09,Level 2 & 3,>300,82.16,112.86,157.37,2021Q4
09,Level 4 & Above,30 & Below,65.58,78.57,100.00,2021Q4
09,Level 4 & Above,>30 - 100,69.89,95.59,147.06,2021Q4
09,Level 4 & Above,>100 - 300,82.01,138.00,170.25,2021Q4
09,Level 4 & Above,>300,86.53,89.82,131.59,2021Q4
09,B1 & Below,30 & Below,151.20,337.92,458.57,2022Q1
09,B1 & Below,>30 - 100,162.19,286.03,378.04,2022Q1
09,B1 & Below,>100 - 300,80.68,212.16,228.78,2022Q1
09,B1 & Below,>300,149.62,153.93,157.49,2022Q1
09,Level 1,30 & Below,86.27,123.91,224.65,2022Q1
09,Level 1,>30 - 100,99.62,135.44,197.72,2022Q1
09,Level 1,>100 - 300,92.58,130.02,200.64,2022Q1
09,Level 1,>300,91.23,100.58,236.75,2022Q1
09,Level 2 & 3,30 & Below,74.11,95.31,123.57,2022Q1
09,Level 2 & 3,>30 - 100,82.09,102.44,149.22,2022Q1
09,Level 2 & 3,>100 - 300,68.41,108.98,149.90,2022Q1
09,Level 2 & 3,>300,72.93,85.60,97.85,2022Q1
09,Level 4 & Above,30 & Below,63.16,88.24,113.79,2022Q1
09,Level 4 & Above,>30 - 100,69.94,86.71,115.71,2022Q1
09,Level 4 & Above,>100 - 300,67.20,110.38,161.47,2022Q1
09,Level 4 & Above,>300,43.16,72.80,92.02,2022Q1
09,B1 & Below,30 & Below,216.11,494.61,568.17,2022Q2
09,B1 & Below,>30 - 100,151.00,225.72,371.36,2022Q2
09,B1 & Below,>100 - 300,112.98,184.09,315.65,2022Q2
09,B1 & Below,>300,61.93,75.36,91.06,2022Q2
09,Level 1,30 & Below,96.78,120.95,171.52,2022Q2
09,Level 1,>30 - 100,91.60,108.64,213.04,2022Q2
09,Level 1,>100 - 300,110.33,131.77,183.06,2022Q2
09,Level 1,>300,85.23,346.60,447.18,2022Q2
09,Level 2 & 3,30 & Below,78.33,96.81,150.05,2022Q2
09,Level 2 & 3,>30 - 100,80.34,98.15,133.44,2022Q2
09,Level 2 & 3,>100 - 300,80.72,129.65,215.28,2022Q2
09,Level 2 & 3,>300,43.87,71.12,101.99,2022Q2
09,Level 4 & Above,30 & Below,61.90,99.07,122.17,2022Q2
09,Level 4 & Above,>30 - 100,72.84,96.87,135.10,2022Q2
09,Level 4 & Above,>100 - 300,110.54,153.48,184.42,2022Q2
09,Level 4 & Above,>300,37.89,64.65,137.35,2022Q2
09,B1 & Below,30 & Below,149.64,290.61,437.02,2022Q3
09,B1 & Below,>30 - 100,178.30,359.80,462.68,2022Q3
09,B1 & Below,>100 - 300,207.41,293.15,367.27,2022Q3
09,B1 & Below,>300,96.03,105.11,186.31,2022Q3
09,Level 1,30 & Below,97.07,161.25,261.90,2022Q3
09,Level 1,>30 - 100,112.51,133.74,236.88,2022Q3
09,Level 1,>100 - 300,77.50,100.12,141.11,2022Q3
09,Level 1,>300,83.46,92.19,128.53,2022Q3
09,Level 2 & 3,30 & Below,75.00,116.67,154.55,2022Q3
09,Level 2 & 3,>30 - 100,77.78,102.31,136.36,2022Q3
09,Level 2 & 3,>100 - 300,103.11,157.85,234.79,2022Q3
09,Level 2 & 3,>300,66.24,85.18,125.21,2022Q3
09,Level 4 & Above,30 & Below,65.80,95.22,131.35,2022Q3
09,Level 4 & Above,>30 - 100,69.71,80.72,101.17,2022Q3
09,Level 4 & Above,>100 - 300,88.83,131.85,154.17,2022Q3
09,Level 4 & Above,>300,70.53,102.03,141.80,2022Q3
09,B1 & Below,30 & Below,120.24,208.68,415.63,2022Q4
09,B1 & Below,>30 - 100,86.58,165.79,287.11,2022Q4
09,B1 & Below,>100 - 300,90.21,135.32,306.97,2022Q4
09,B1 & Below,>300,35.46,54.99,79.59,2022Q4
09,Level 1,30 & Below,81.81,107.73,166.67,2022Q4
09,Level 1,>30 - 100,91.77,137.48,212.93,2022Q4
09,Level 1,>100 - 300,100.03,128.79,205.95,2022Q4
09,Level 1,>300,45.20,60.60,108.31,2022Q4
09,Level 2 & 3,30 & Below,81.02,107.14,148.61,2022Q4
09,Level 2 & 3,>30 - 100,66.67,91.11,130.42,2022Q4
09,Level 2 & 3,>100 - 300,78.80,118.42,194.94,2022Q4
09,Level 2 & 3,>300,47.15,72.22,129.03,2022Q4
09,Level 4 & Above,30 & Below,67.00,100.00,122.04,2022Q4
09,Level 4 & Above,>30 - 100,64.59,89.88,129.41,2022Q4
09,Level 4 & Above,>100 - 300,49.19,102.22,137.26,2022Q4
09,Level 4 & Above,>300,53.41,67.00,99.35,2022Q4
09,B1 & Below,30 & Below,201.39,308.68,468.64,2023Q1
09,B1 & Below,>30 - 100,140.07,230.25,368.20,2023Q1
09,B1 & Below,>100 - 300,60.54,135.42,189.92,2023Q1
09,B1 & Below,>300,106.19,202.51,284.90,2023Q1
09,Level 1,30 & Below,89.41,128.57,202.08,2023Q1
09,Level 1,>30 - 100,103.61,131.31,190.90,2023Q1
09,Level 1,>100 - 300,101.69,115.19,208.43,2023Q1
09,Level 2 & 3,30 & Below,83.04,110.95,156.66,2023Q1
09,Level 2 & 3,>30 - 100,86.65,108.11,148.65,2023Q1
09,Level 2 & 3,>100 - 300,85.43,100.09,142.62,2023Q1
09,Level 2 & 3,>300,86.58,97.90,143.00,2023Q1
09,Level 4 & Above,30 & Below,73.27,96.55,136.36,2023Q1
09,Level 4 & Above,>30 - 100,71.28,87.35,122.62,2023Q1
09,Level 4 & Above,>100 - 300,54.20,97.96,167.76,2023Q1
09,Level 4 & Above,>300,40.38,61.18,80.36,2023Q1
09,B1 & Below,30 & Below,234.49,348.04,589.29,2023Q2
09,B1 & Below,>30 - 100,154.15,236.26,362.48,2023Q2
09,B1 & Below,>100 - 300,181.65,237.68,330.91,2023Q2
09,B1 & Below,>300,68.14,162.79,177.85,2023Q2
09,Level 1,30 & Below,111.54,155.72,301.32,2023Q2
09,Level 1,>30 - 100,81.86,123.78,152.34,2023Q2
09,Level 1,>100 - 300,102.74,152.88,215.18,2023Q2
09,Level 1,>300,118.77,338.88,541.50,2023Q2
09,Level 2 & 3,30 & Below,87.98,114.29,131.52,2023Q2
09,Level 2 & 3,>30 - 100,89.07,119.60,171.43,2023Q2
09,Level 2 & 3,>100 - 300,89.34,119.59,177.60,2023Q2
09,Level 2 & 3,>300,74.20,140.40,164.21,2023Q2
09,Level 4 & Above,30 & Below,72.33,115.55,135.86,2023Q2
09,Level 4 & Above,>30 - 100,64.46,95.19,146.26,2023Q2
09,Level 4 & Above,>100 - 300,65.41,108.97,160.04,2023Q2
09,Level 4 & Above,>300,68.03,76.61,85.49,2023Q2
09,B1 & Below,30 & Below,182.61,305.26,446.14,2023Q3
09,B1 & Below,>30 - 100,112.67,267.24,398.45,2023Q3
09,B1 & Below,>100 - 300,187.98,256.43,314.37,2023Q3
09,B1 & Below,>300,126.28,163.50,217.88,2023Q3
09,Level 1,30 & Below,101.00,135.04,259.61,2023Q3
09,Level 1,>30 - 100,113.27,154.52,296.86,2023Q3
09,Level 1,>100 - 300,127.75,171.57,391.63,2023Q3
09,Level 1,>300,137.16,336.85,554.98,2023Q3
09,Level 2 & 3,30 & Below,88.45,120.50,160.00,2023Q3
09,Level 2 & 3,>30 - 100,82.73,105.24,150.33,2023Q3
09,Level 2 & 3,>100 - 300,85.65,176.70,270.56,2023Q3
09,Level 2 & 3,>300,66.98,157.96,299.91,2023Q3
09,Level 4 & Above,30 & Below,67.71,106.61,142.50,2023Q3
09,Level 4 & Above,>30 - 100,62.79,92.58,122.16,2023Q3
09,Level 4 & Above,>100 - 300,77.31,130.60,182.98,2023Q3
09,Level 4 & Above,>300,74.87,134.56,156.40,2023Q3
09,B1 & Below,30 & Below,169.52,390.00,489.14,2023Q4
09,B1 & Below,>30 - 100,151.80,218.47,400.19,2023Q4
09,B1 & Below,>100 - 300,207.37,284.26,355.22,2023Q4
09,B1 & Below,>300,56.01,57.05,132.46,2023Q4
09,Level 1,30 & Below,107.81,158.93,290.43,2023Q4
09,Level 1,>30 - 100,101.62,164.92,206.09,2023Q4
09,Level 1,>100 - 300,137.93,193.13,229.62,2023Q4
09,Level 1,>300,77.97,161.96,356.88,2023Q4
09,Level 2 & 3,30 & Below,80.75,101.13,150.96,2023Q4
09,Level 2 & 3,>30 - 100,78.31,96.80,143.68,2023Q4
09,Level 2 & 3,>100 - 300,80.23,109.69,177.34,2023Q4
09,Level 2 & 3,>300,123.43,128.37,128.98,2023Q4
09,Level 4 & Above,30 & Below,78.08,100.03,113.94,2023Q4
09,Level 4 & Above,>30 - 100,85.61,104.17,155.04,2023Q4
09,Level 4 & Above,>100 - 300,84.87,108.57,158.20,2023Q4
09,Level 4 & Above,>300,65.99,147.23,175.84,2023Q4
09,B1 & Below,30 & Below,84.67,200.00,382.56,2024Q1
09,B1 & Below,>30 - 100,110.60,169.25,358.33,2024Q1
09,B1 & Below,>100 - 300,106.41,215.92,334.96,2024Q1
09,Level 1,30 & Below,118.60,170.71,314.51,2024Q1
09,Level 1,>30 - 100,110.86,142.19,207.53,2024Q1
09,Level 1,>100 - 300,112.88,158.33,176.06,2024Q1
09,Level 2 & 3,30 & Below,91.20,115.53,142.80,2024Q1
09,Level 2 & 3,>30 - 100,81.54,111.55,191.96,2024Q1
09,Level 2 & 3,>100 - 300,84.83,118.19,229.91,2024Q1
09,Level 2 & 3,>300,87.42,145.49,235.26,2024Q1
09,Level 4 & Above,30 & Below,89.66,117.24,144.83,2024Q1
09,Level 4 & Above,>30 - 100,74.46,92.56,134.39,2024Q1
09,Level 4 & Above,>100 - 300,69.52,134.04,192.60,2024Q1
09,Level 4 & Above,>300,77.34,86.76,110.44,2024Q1
09,B1 & Below,30 & Below,185.60,292.31,474.23,2024Q2
09,B1 & Below,>30 - 100,173.78,350.17,481.38,2024Q2
09,B1 & Below,>100 - 300,248.17,307.14,364.65,2024Q2
09,B1 & Below,>300,149.16,254.85,262.74,2024Q2
09,Level 1,30 & Below,110.28,157.89,245.66,2024Q2
09,Level 1,>30 - 100,104.19,135.69,208.69,2024Q2
09,Level 1,>100 - 300,120.86,151.11,202.77,2024Q2
09,Level 1,>300,120.00,138.10,438.82,2024Q2
09,Level 2 & 3,30 & Below,83.33,121.43,171.43,2024Q2
09,Level 2 & 3,>30 - 100,100.72,118.07,168.23,2024Q2
09,Level 2 & 3,>100 - 300,129.84,159.47,278.45,2024Q2
09,Level 2 & 3,>300,95.59,124.13,156.00,2024Q2
09,Level 4 & Above,30 & Below,75.19,113.71,186.36,2024Q2
09,Level 4 & Above,>30 - 100,67.84,102.25,167.44,2024Q2
09,Level 4 & Above,>100 - 300,92.58,145.31,184.19,2024Q2
09,Level 4 & Above,>300,64.79,89.41,121.04,2024Q2
09,B1 & Below,30 & Below,218.75,300.73,531.43,2024Q3
09,B1 & Below,>30 - 100,150.53,269.50,378.93,2024Q3
09,B1 & Below,>100 - 300,118.17,175.42,211.45,2024Q3
09,B1 & Below,>300,76.60,122.54,160.66,2024Q3
09,Level 1,30 & Below,112.41,159.76,250.34,2024Q3
09,Level 1,>30 - 100,98.73,145.20,196.47,2024Q3
09,Level 1,>100 - 300,97.80,147.95,229.77,2024Q3
09,Level 1,>300,85.48,151.95,282.29,2024Q3
09,Level 2 & 3,30 & Below,97.66,113.82,148.71,2024Q3
09,Level 2 & 3,>30 - 100,91.48,124.47,156.68,2024Q3
09,Level 2 & 3,>100 - 300,98.16,134.82,237.23,2024Q3
09,Level 2 & 3,>300,65.05,91.36,116.56,2024Q3
09,Level 4 & Above,30 & Below,96.22,116.44,139.86,2024Q3
09,Level 4 & Above,>30 - 100,81.68,103.41,141.89,2024Q3
09,Level 4 & Above,>100 - 300,103.46,148.54,179.03,2024Q3
09,Level 4 & Above,>300,75.35,89.34,137.88,2024Q3
09,B1 & Below,30 & Below,227.19,349.56,469.32,2024Q4
09,B1 & Below,>30 - 100,162.24,316.54,399.12,2024Q4
09,B1 & Below,>100 - 300,122.09,320.23,334.78,2024Q4
09,B1 & Below,>300,132.52,182.29,295.77,2024Q4
09,Level 1,30 & Below,96.09,160.52,213.04,2024Q4
09,Level 1,>30 - 100,116.53,146.31,248.09,2024Q4
09,Level 1,>100 - 300,105.37,144.13,207.06,2024Q4
09,Level 2 & 3,30 & Below,100.00,123.81,168.27,2024Q4
09,Level 2 & 3,>30 - 100,92.91,114.69,191.91,2024Q4
09,Level 2 & 3,>100 - 300,102.80,130.31,152.02,2024Q4
09,Level 2 & 3,>300,89.32,105.05,205.81,2024Q4
09,Level 4 & Above,30 & Below,80.18,111.56,146.92,2024Q4
09,Level 4 & Above,>30 - 100,99.03,108.76,147.62,2024Q4
09,Level 4 & Above,>100 - 300,83.27,139.93,169.49,2024Q4
09,Level 4 & Above,>300,77.02,104.95,131.02,2024Q4
09,B1 & Below,30 & Below,236.16,469.23,604.61,2025Q1
09,B1 & Below,>30 - 100,180.26,373.67,464.39,2025Q1
09,B1 & Below,>100 - 300,164.82,212.88,248.15,2025Q1
09,B1 & Below,>300,110.88,116.24,128.96,2025Q1
09,Level 1,30 & Below,116.37,167.87,210.05,2025Q1
09,Level 1,>30 - 100,108.88,132.73,168.06,2025Q1
09,Level 1,>100 - 300,97.42,106.91,136.01,2025Q1
09,Level 1,>300,73.50,263.72,449.10,2025Q1
09,Level 2 & 3,30 & Below,89.06,117.61,161.03,2025Q1
09,Level 2 & 3,>30 - 100,95.16,116.00,161.76,2025Q1
09,Level 2 & 3,>100 - 300,101.42,148.83,269.25,2025Q1
09,Level 2 & 3,>300,51.01,69.97,200.00,2025Q1
09,Level 4 & Above,30 & Below,101.83,133.14,168.49,2025Q1
09,Level 4 & Above,>30 - 100,70.14,94.72,132.95,2025Q1
09,Level 4 & Above,>100 - 300,89.82,123.98,187.58,2025Q1
09,Level 4 & Above,>300,35.33,102.12,163.29,2025Q1
09,B1 & Below,30 & Below,347.12,455.24,593.88,2025Q2
09,B1 & Below,>30 - 100,227.42,405.11,512.21,2025Q2
09,B1 & Below,>100 - 300,126.00,208.10,306.99,2025Q2
09,B1 & Below,>300,59.62,77.47,119.92,2025Q2
09,Level 1,30 & Below,115.99,150.75,228.87,2025Q2
09,Level 1,>30 - 100,104.17,128.12,165.80,2025Q2
09,Level 1,>100 - 300,90.66,130.68,183.68,2025Q2
09,Level 1,>300,100.34,211.81,313.08,2025Q2
09,Level 2 & 3,30 & Below,95.12,141.37,176.49,2025Q2
09,Level 2 & 3,>30 - 100,101.73,135.66,195.67,2025Q2
09,Level 2 & 3,>100 - 300,75.34,111.98,190.65,2025Q2
09,Level 2 & 3,>300,86.92,115.17,150.49,2025Q2
09,Level 4 & Above,30 & Below,73.29,113.07,154.80,2025Q2
09,Level 4 & Above,>30 - 100,82.74,100.20,127.35,2025Q2
09,Level 4 & Above,>100 - 300,89.76,102.94,176.61,2025Q2
09,Level 4 & Above,>300,75.49,104.61,105.96,2025Q2
10,B1 & Below,>30 - 100,71.43,140.17,175.14,2021Q1
10,Level 1,30 & Below,104.56,139.58,160.42,2021Q1
10,Level 1,>30 - 100,74.09,106.08,122.64,2021Q1
10,Level 1,>100 - 300,70.54,80.11,85.86,2021Q1
10,Level 2 & 3,30 & Below,91.74,116.25,137.22,2021Q1
10,Level 2 & 3,>30 - 100,76.00,94.12,134.92,2021Q1
10,Level 2 & 3,>100 - 300,67.83,82.50,87.12,2021Q1
10,B1 & Below,30 & Below,175.52,214.92,224.49,2021Q2
10,Level 1,30 & Below,76.47,105.98,130.88,2021Q2
10,Level 1,>30 - 100,94.99,113.02,148.35,2021Q2
10,Level 1,>100 - 300,106.99,143.21,185.37,2021Q2
10,Level 2 & 3,30 & Below,78.79,107.14,124.73,2021Q2
10,Level 2 & 3,>30 - 100,52.66,69.10,116.48,2021Q2
10,Level 2 & 3,>100 - 300,92.07,97.37,106.04,2021Q2
10,Level 1,30 & Below,65.69,87.08,96.23,2021Q3
10,Level 1,>30 - 100,72.08,88.56,97.98,2021Q3
10,Level 1,>100 - 300,56.91,73.95,85.79,2021Q3
10,Level 2 & 3,30 & Below,66.00,76.00,125.63,2021Q3
10,Level 2 & 3,>30 - 100,59.56,87.66,107.10,2021Q3
10,Level 2 & 3,>100 - 300,57.76,58.88,85.49,2021Q3
10,B1 & Below,>30 - 100,34.92,39.19,71.45,2021Q4
10,Level 1,>30 - 100,59.14,79.02,95.01,2021Q4
10,Level 1,>100 - 300,53.10,81.80,103.49,2021Q4
10,Level 2 & 3,30 & Below,79.17,106.82,164.29,2021Q4
10,Level 2 & 3,>30 - 100,64.06,67.47,97.60,2021Q4
10,Level 4 & Above,30 & Below,33.33,35.78,42.43,2021Q4
10,Level 4 & Above,>100 - 300,46.69,53.80,60.65,2021Q4
10,B1 & Below,>30 - 100,57.15,61.41,102.24,2022Q1
10,Level 1,>30 - 100,68.02,87.89,172.88,2022Q1
10,Level 1,>100 - 300,69.85,90.50,107.65,2022Q1
10,Level 2 & 3,30 & Below,79.17,112.50,123.53,2022Q1
10,Level 2 & 3,>30 - 100,64.51,96.04,107.91,2022Q1
10,Level 2 & 3,>100 - 300,54.72,79.86,102.58,2022Q1
10,B1 & Below,30 & Below,155.82,168.63,226.03,2022Q2
10,B1 & Below,>30 - 100,87.84,121.06,149.53,2022Q2
10,Level 1,30 & Below,49.53,52.42,55.80,2022Q2
10,Level 1,>30 - 100,103.23,126.63,193.33,2022Q2
10,Level 1,>100 - 300,101.55,108.59,118.80,2022Q2
10,Level 2 & 3,30 & Below,75.00,140.45,166.67,2022Q2
10,Level 2 & 3,>30 - 100,74.49,84.21,173.94,2022Q2
10,Level 2 & 3,>100 - 300,71.17,95.76,121.83,2022Q2
10,Level 4 & Above,30 & Below,43.33,66.67,66.67,2022Q2
10,B1 & Below,30 & Below,27.27,92.59,100.00,2022Q3
10,B1 & Below,>30 - 100,96.81,110.28,151.29,2022Q3
10,Level 1,30 & Below,92.41,139.33,226.07,2022Q3
10,Level 1,>30 - 100,81.13,165.65,240.06,2022Q3
10,Level 1,>100 - 300,131.86,146.28,170.28,2022Q3
10,Level 2 & 3,30 & Below,86.28,98.64,143.75,2022Q3
10,Level 2 & 3,>30 - 100,69.14,101.21,130.11,2022Q3
10,Level 2 & 3,>100 - 300,54.89,59.95,70.14,2022Q3
10,Level 4 & Above,30 & Below,39.88,44.12,64.61,2022Q3
10,Level 4 & Above,>100 - 300,53.09,59.68,63.50,2022Q3
10,Level 1,30 & Below,264.88,419.95,437.93,2022Q4
10,Level 1,>30 - 100,108.78,122.89,189.34,2022Q4
10,Level 1,>100 - 300,105.21,118.85,154.04,2022Q4
10,Level 2 & 3,30 & Below,92.00,141.67,171.43,2022Q4
10,Level 2 & 3,>30 - 100,74.91,95.91,145.68,2022Q4
10,Level 2 & 3,>100 - 300,129.98,177.18,191.51,2022Q4
10,Level 2 & 3,>300,51.73,55.97,55.97,2022Q4
10,B1 & Below,>30 - 100,73.02,86.00,112.48,2023Q1
10,Level 1,30 & Below,190.51,233.62,257.08,2023Q1
10,Level 1,>30 - 100,52.55,121.22,224.20,2023Q1
10,Level 1,>100 - 300,56.99,72.54,116.29,2023Q1
10,Level 2 & 3,30 & Below,110.53,156.25,177.60,2023Q1
10,Level 2 & 3,>30 - 100,82.90,106.15,169.47,2023Q1
10,Level 2 & 3,>100 - 300,74.64,92.11,107.05,2023Q1
10,B1 & Below,>30 - 100,207.37,217.77,236.16,2023Q2
10,Level 1,>30 - 100,75.60,111.61,159.86,2023Q2
10,Level 1,>100 - 300,72.58,156.52,169.18,2023Q2
10,Level 2 & 3,30 & Below,112.50,143.75,156.57,2023Q2
10,Level 2 & 3,>30 - 100,103.22,131.25,162.23,2023Q2
10,Level 2 & 3,>100 - 300,71.22,98.65,142.19,2023Q2
10,Level 1,>30 - 100,112.17,150.44,213.76,2023Q3
10,Level 1,>100 - 300,65.94,102.63,190.21,2023Q3
10,Level 2 & 3,30 & Below,100.00,135.29,165.63,2023Q3
10,Level 2 & 3,>30 - 100,121.62,171.28,189.60,2023Q3
10,Level 2 & 3,>100 - 300,100.66,148.08,173.70,2023Q3
10,Level 1,>30 - 100,163.19,221.29,425.84,2023Q4
10,Level 1,>100 - 300,117.23,120.81,164.37,2023Q4
10,Level 2 & 3,30 & Below,132.73,142.86,189.71,2023Q4
10,Level 2 & 3,>30 - 100,107.98,133.02,170.25,2023Q4
10,Level 2 & 3,>100 - 300,77.21,102.88,145.69,2023Q4
10,Level 1,>30 - 100,62.17,81.10,94.95,2024Q1
10,Level 2 & 3,30 & Below,111.39,129.92,150.33,2024Q1
10,Level 2 & 3,>30 - 100,115.50,122.58,122.58,2024Q1
10,Level 2 & 3,>100 - 300,59.20,67.81,75.83,2024Q1
10,B1 & Below,30 & Below,151.79,178.57,273.50,2024Q2
10,Level 1,>30 - 100,112.15,128.78,193.51,2024Q2
10,Level 1,>100 - 300,65.91,88.42,136.78,2024Q2
10,Level 2 & 3,30 & Below,128.13,161.61,329.51,2024Q2
10,Level 2 & 3,>30 - 100,102.29,112.36,160.13,2024Q2
10,Level 2 & 3,>100 - 300,74.40,104.18,134.66,2024Q2
10,B1 & Below,30 & Below,318.67,323.06,349.86,2024Q3
10,Level 1,>30 - 100,88.62,107.73,237.27,2024Q3
10,Level 1,>100 - 300,95.27,131.89,161.45,2024Q3
10,Level 2 & 3,30 & Below,127.54,177.17,207.67,2024Q3
10,Level 2 & 3,>30 - 100,124.48,129.87,176.99,2024Q3
10,Level 2 & 3,>100 - 300,80.44,97.24,113.96,2024Q3
10,Level 1,>30 - 100,101.64,103.30,112.50,2024Q4
10,Level 1,>100 - 300,104.93,115.60,143.18,2024Q4
10,Level 2 & 3,30 & Below,110.71,171.43,186.30,2024Q4
10,Level 2 & 3,>30 - 100,111.50,149.52,172.54,2024Q4
10,Level 2 & 3,>100 - 300,91.38,115.41,149.97,2024Q4
10,B1 & Below,>30 - 100,76.19,91.93,162.58,2025Q1
10,Level 1,>30 - 100,37.29,67.00,86.50,2025Q1
10,Level 1,>100 - 300,62.24,68.64,96.45,2025Q1
10,Level 2 & 3,30 & Below,109.65,155.98,184.20,2025Q1
10,Level 2 & 3,>30 - 100,128.26,156.64,199.69,2025Q1
10,Level 2 & 3,>100 - 300,99.02,127.77,140.21,2025Q1
10,Level 1,>30 - 100,129.18,139.97,181.00,2025Q2
10,Level 1,>100 - 300,68.08,93.28,133.28,2025Q2
10,Level 2 & 3,30 & Below,140.82,168.14,172.53,2025Q2
10,Level 2 & 3,>30 - 100,83.19,121.78,143.63,2025Q2
10,Level 2 & 3,>100 - 300,91.81,104.46,140.91,2025Q2
11,Level 1,30 & Below,84.48,144.00,233.96,2021Q1
11,Level 1,>30 - 100,99.33,111.40,231.30,2021Q1
11,Level 1,>100 - 300,63.60,77.86,135.84,2021Q1
11,Level 2 & 3,>30 - 100,164.98,190.00,194.71,2021Q1
11,B1 & Below,30 & Below,165.60,165.60,220.30,2021Q2
11,B1 & Below,>30 - 100,83.24,85.72,87.60,2021Q2
11,Level 1,30 & Below,163.48,270.87,295.50,2021Q2
11,Level 1,>30 - 100,76.65,96.39,107.98,2021Q2
11,Level 1,>300,54.64,63.97,68.79,2021Q2
11,Level 2 & 3,30 & Below,129.14,183.22,199.10,2021Q2
11,Level 2 & 3,>30 - 100,126.14,145.91,166.91,2021Q2
11,Level 2 & 3,>100 - 300,75.67,96.44,112.08,2021Q2
11,B1 & Below,30 & Below,184.79,187.61,396.81,2021Q3
11,B1 & Below,>30 - 100,101.37,117.01,138.88,2021Q3
11,B1 & Below,>300,34.84,44.68,48.69,2021Q3
11,Level 1,30 & Below,133.33,265.42,280.56,2021Q3
11,Level 1,>30 - 100,76.65,128.46,134.75,2021Q3
11,Level 2 & 3,30 & Below,92.47,120.28,122.28,2021Q3
11,Level 2 & 3,>30 - 100,119.56,169.91,210.60,2021Q3
11,Level 2 & 3,>100 - 300,75.44,102.11,131.40,2021Q3
11,B1 & Below,>30 - 100,146.83,153.72,175.80,2021Q4
11,Level 1,30 & Below,133.33,161.43,167.21,2021Q4
11,Level 1,>30 - 100,75.20,96.07,113.75,2021Q4
11,Level 1,>100 - 300,83.74,121.05,184.27,2021Q4
11,Level 2 & 3,>30 - 100,175.44,186.02,225.39,2021Q4
11,B1 & Below,30 & Below,193.95,198.92,234.40,2022Q1
11,Level 1,30 & Below,80.34,184.29,356.15,2022Q1
11,Level 1,>30 - 100,180.95,214.06,308.00,2022Q1
11,Level 2 & 3,30 & Below,106.05,121.07,130.88,2022Q1
11,Level 2 & 3,>30 - 100,96.12,173.60,192.36,2022Q1
11,Level 2 & 3,>100 - 300,42.33,66.24,101.43,2022Q1
11,B1 & Below,30 & Below,211.44,293.36,303.41,2022Q2
11,Level 1,30 & Below,210.36,305.00,365.18,2022Q2
11,Level 1,>30 - 100,128.46,177.38,263.53,2022Q2
11,Level 1,>100 - 300,139.53,157.32,231.05,2022Q2
11,Level 2 & 3,30 & Below,112.36,115.12,123.77,2022Q2
11,Level 2 & 3,>30 - 100,167.04,191.69,211.90,2022Q2
11,Level 2 & 3,>100 - 300,73.80,94.73,120.47,2022Q2
11,Level 2 & 3,>300,126.34,155.70,159.66,2022Q2
11,B1 & Below,30 & Below,228.97,288.19,390.00,2022Q3
11,B1 & Below,>30 - 100,97.04,107.55,116.24,2022Q3
11,Level 1,30 & Below,105.17,273.77,341.76,2022Q3
11,Level 1,>30 - 100,96.77,112.20,236.83,2022Q3
11,Level 1,>100 - 300,41.91,57.05,92.30,2022Q3
11,Level 1,>300,23.42,31.08,63.55,2022Q3
